,type,geometry.type,geometry.coordinates,properties.Name,properties.Category,properties.ImageURL,properties.Address,properties.Notes,properties.AKA
225,Feature,Point,"[-76.483139, 42.453918]",Kappa Kappa Gamma,Greek,,"508 Thurston Ave., Ithaca, NY 14850",Greek: Panhellenic,
226,Feature,Point,"[-76.491417, 42.44984]",Kappa Sigma,Greek,,"600 University Ave,. Ithaca, NY 14850",Greek: IFC,
227,Feature,Point,"[-76.477997, 42.454128]",Kay Hall,North Campus,,"148 Cradit Farm Dr, Ithaca, NY 14850",Housing,
228,Feature,Point,"[-76.479259, 42.448094]",Kennedy Hall,Ag,http://images.localist.com/photo/000/016/849/huge/l5TJ6JhaZAkFItKW.jpg?1299168059,"215 Garden Ave, Ithaca, NY 14850",David L. Call Alumni Auditorium; Call Auditorium,
229,Feature,Point,"[-76.46935278, 42.44789722]",Kenneth Post Greenhouses,East Campus,http://images.localist.com/images/main/business_huge.png?1340747100,,,
230,Feature,Point,"[-76.483222, 42.443943]",Kimball Hall,Engineering,http://images.localist.com/photo/000/016/582/huge/XVPy7ui_mMv8P7yW.jpg?1298662768,"134 Hollister Dr, Ithaca, NY 14850",,
231,Feature,Point,"[-76.480076, 42.44694]",King-Shaw Hall,Central Campus,,"140 Garden Ave, Ithaca, NY 14850",,
232,Feature,Point,"[-76.479912, 42.449965]",Kinzelberg Hall,Central Campus,http://images.localist.com/images/main/business_huge.png?1340747100,"244 Garden Ave, Ithaca, NY 14850",,
233,Feature,Point,"[-76.483459, 42.448031]",Kroch Library,Central Campus,,"216 East Ave, Ithaca, NY 14850",,
234,Feature,Point,"[-76.46445827, 42.44822503]",L Barn,East Campus,,,,
235,Feature,Point,"[-76.48793, 42.44376]",Lambda Chi Alpha,Greek,,"125 Edgemoor Lane, Ithaca, NY 14850",Greek: IFC,
236,Feature,Point,"[-76.45862477, 42.485575]",Langmuir Lab,Near Campus,http://images.localist.com/images/main/business_huge.png?1340747100,,,
237,Feature,Point,"[-76.467507, 42.44629]",Large Animal Research Teaching Unit,East Campus,http://images.localist.com/images/main/business_huge.png?1340747100,"836 Campus Rd, Ithaca, NY 14850",,
238,Feature,Point,"[-76.46257043, 42.44947126]",Leland Laboratory,East Campus,http://images.localist.com/images/main/business_huge.png?1340747100,,,
239,Feature,Point,"[-76.48636809, 42.44857434]",Libe Slope,Areas and Features,http://images.localist.com/photo/000/016/584/huge/ACw7jv__CXu9VwsR.jpg?1298662781,,,
240,Feature,Point,"[-76.45803124, 42.44249735]",Library Annex-Storage Facility,East Campus,http://images.localist.com/photo/000/016/585/huge/mgeEhBu3UaYRNbo6.jpg?1298662786,,,
241,Feature,Point,"[-76.444269, 42.460556]",Liddell Laboratory,Near Campus,,"118 Freese Rd, Ithaca, NY 14850",,
242,Feature,Point,"[-76.483496, 42.450147]",Lincoln Hall,Arts,http://images.localist.com/photo/000/016/586/huge/IsvWp7LjTLkokyVw.jpg?1298662790,"256 East Ave, Ithaca, NY 14850",Music Library; Sidney Cox Library of Music and Dance,
243,Feature,Point,"[-74.940742, 43.681084]",Little Moose Field Station,State,,,Natural Resources; QuickState,
244,Feature,Point,"[-76.470678, 42.446585]",Livestock Pavilion,East Campus,http://images.localist.com/images/main/business_huge.png?1340747100,"48 Judd Falls Rd, Ithaca, NY 14850",Livestock Shows,
245,Feature,Point,"[-76.48125278, 42.45336111]",Louie's Lunch Truck,North Campus,http://images.localist.com/photo/000/016/587/huge/E_UUKARzKbf_cf9N.jpg?1298662794,,Cafe (www.louieslunch.com); Truck,
246,Feature,Point,"[-76.477446, 42.445708]",Lynah Rink,Athletics,http://images.localist.com/photo/000/016/589/huge/8y8_naDQqeAGhDt6.jpg?1298662802,"536 Campus Rd, Ithaca, NY 14850",Hockey,
247,Feature,Point,"[-76.488041, 42.4478]",Lyon Hall,West Campus,http://images.localist.com/images/main/business_huge.png?1340747100,"336 West Ave, Ithaca, NY 14850",Housing,
248,Feature,Point,"[-76.46454041, 42.44839036]",M Barn,East Campus,,,,
249,Feature,Point,"[-76.47118312, 42.44316616]",Machine Shop,East Campus,http://images.localist.com/images/main/business_huge.png?1340747100,,,
250,Feature,Point,"[-76.480195, 42.448225]",Malott Hall,Central Campus,http://images.localist.com/photo/000/016/590/huge/5toFCBxZ8PJAWSPN.jpg?1298662808,"212 Garden Ave, Ithaca, NY 14850",Mathematics Library,
251,Feature,Point,"[-76.476343, 42.448793]",Mann Library,Ag,http://images.localist.com/photo/000/016/663/huge/odLHO8kCnmquss4u.jpg?1298675795,"237 Mann Dr, Ithaca, NY 14850",Manndible Cafe (manndiblecafe.com); Albert R. Mann Library,
252,Feature,Point,"[-76.472694, 42.439366]",Maplewood Park,East Hill,,"201 Maple Ave, Ithaca, NY 14850",Housing,
253,Feature,Point,"[-76.474015, 42.441053]",Maplewood Park Apartments Community Center,East Hill,,"201 Maple Ave, Ithaca, NY 14850",,
254,Feature,Point,"[-76.477969, 42.450093]",Martha Van Rensselaer East Building,Central Campus,http://images.localist.com/images/main/business_huge.png?1340747100,"130 Reservoir Ave, Ithaca, NY 14850",,
255,Feature,Point,"[-76.478671, 42.450011]",Martha Van Rensselaer Hall,Central Campus,http://images.localist.com/photo/000/016/593/huge/fyez9rml3XTlFAAH.jpg?1298662820,"116 Reservoir Ave, Ithaca, NY 14850",Cafe (www.campuslife.cornell.edu/campuslife/dining/marthas.cfm); Cornell MRI Facility; Cornell Magnetic Resonance Imaging Facility; CMRIF,
256,Feature,Point,"[-76.479102, 42.450243]",Martha Van Rensselaer West Building,Central Campus,http://images.localist.com/images/main/business_huge.png?1340747100,"27 Forest Home Dr, Ithaca, NY 14850",,
257,Feature,Point,"[-76.477745, 42.45496]",Mary Donlon Hall,North Campus,http://images.localist.com/photo/000/016/594/huge/zvqIW5VP9x_cNb_D.jpg?1298662825,"57 Sisson Pl, Ithaca, NY 14850",Housing,
258,Feature,Point,"[-76.48801326, 42.4472386]",McFadden Hall,West Campus,http://images.localist.com/images/main/business_huge.png?1340747100,,Housing,
259,Feature,Point,"[-76.48543029, 42.44938934]",McGraw Hall,Arts,http://images.localist.com/photo/000/016/595/huge/lCzKLNBY3MmOHFno.jpg?1298662830,,,
260,Feature,Point,"[-76.48505278, 42.44755833]",McGraw Tower,Central Campus,http://images.localist.com/photo/000/016/596/huge/_Xbhk_nsvclyKd8x.jpg?1298662834,,Chimes Concerts,
261,Feature,Point,"[-76.488062, 42.447999]",Mennen Hall,West Campus,http://images.localist.com/photo/000/016/597/huge/6P_SWq4Ez8bTQkKA.jpg?1298662838,"342 West Ave, Ithaca, NY 14850",Housing,
262,Feature,Point,"[-76.50310219, 42.47016986]",Merrill Family Sailing Center,Athletics,http://images.localist.com/images/main/business_huge.png?1340747100,,Sailboats,
263,Feature,Point,"[-76.47689447, 42.45438604]",Mews Hall,North Campus,http://images.localist.com/photo/000/016/598/huge/vHn5spPOlLhyt20h.jpg?1298662842,,Housing,
264,Feature,Point,"[-76.481238, 42.449156]",Micro-Kelvin Laboratory,Central Campus,,"142 Sciences Dr, Ithaca, NY 14850",,
265,Feature,Point,"[-76.48755278, 42.43904444]",Miller-Heller House,Near Campus,http://images.localist.com/images/main/business_huge.png?1340747100,,AAP; 122 Eddy St.,
266,Feature,Point,"[-76.483563, 42.451219]",Milstein Hall,Arts,http://images.localist.com/photo/000/032/305/huge/XBo9YZN2NJU1XcBE.jpg?1334781088,"943 University Ave, Ithaca, NY 14850",Milstein Auditorium,
267,Feature,Point,"[-76.47757971, 42.44778359]",Minn's Garden,Plantations,http://images.localist.com/photo/000/016/599/huge/k2RflC_i7nVZ8y0S.jpg?1298662846,,Plantations; Minns Garden,
268,Feature,Point,"[-76.467325, 42.458244]",Moakley House Golf Course,North Campus,,"215 Warren Rd, Ithaca, NY 14850",,
269,Feature,Point,"[-76.465723, 42.44804]",Moore Laboratory,East Campus,,"602 Tower Rd, Ithaca, NY 14850",,
270,Feature,Point,"[-76.485315, 42.448637]",Morrill Hall,Arts,http://images.localist.com/photo/000/016/600/huge/ezkoGZMHFBUggZYH.jpg?1298662850,"159 Central Ave, Ithaca, NY 14850",,
271,Feature,Point,"[-76.46926, 42.446301]",Morrison Hall,East Campus,http://images.localist.com/photo/000/016/601/huge/dunTrUWMSDpcndj5.jpg?1298662854,"507 Tower Rd, Ithaca, NY 14850",,
272,Feature,Point,"[-76.463213, 42.44965]",Muenscher Laboratory,East Campus,,"130 Tuber Dr, Ithaca, NY 14850",,
273,Feature,Point,"[-76.53638357, 42.46634226]",Museum of the Earth,Community,http://images.localist.com/photo/000/017/003/huge/RoLEq8dKdMiE401q.jpg?1299841940,,Paleontological Research Institution,
274,Feature,Point,"[-76.485592, 42.444024]",Myron Taylor Hall,Law,http://images.localist.com/photo/000/016/603/huge/oHIBJHt1wa7uIIZM.jpg?1298662862,"524 College Ave, Ithaca, NY 14850",Law School; Law Library,
275,Feature,Point,"[-76.485784, 42.443742]",Myron Taylor Jane Foster Library Addition,Law,http://images.localist.com/images/main/business_huge.png?1340747100,"514 College Ave, Ithaca, NY 14850",MTJF Library Addition,
276,Feature,Point,"[-76.46846, 42.447298]",Nematode Lab,East Campus,http://images.localist.com/images/main/business_huge.png?1340747100,,,
277,Feature,Point,"[-73.89585841, 40.70585565]",New York City,State,,,QuickState; QuickWorld; http://www.cornell.edu/nyc/,
278,Feature,Point,"[-77.007651, 42.87711]",New York State Agricultural Experiment Station,State,http://images.localist.com/images/main/business_huge.png?1340747100,,NYSAES; QuickState; http://cals.cornell.edu/nysaes/,
279,Feature,Point,"[-76.46427, 42.448806]",New York State Veterinary Diagnostic Laboratory,East Campus,,"240 Farrier Rd, Ithaca, NY 14850",Animal Health Diagnostic Center; AHDC; NYS Veterinary Diagnostic Laboratory,Animal Health Diagnostic Center
280,Feature,Point,"[-76.48049666, 42.45052987]",Newman Accelerator Building,Central Campus,http://images.localist.com/images/main/business_huge.png?1340747100,,,
281,Feature,Point,"[-76.45599444, 42.45186111]",Newman Arboretum,Areas and Features,http://images.localist.com/photo/000/016/552/huge/pvOf_eLB5g6BQpCw.jpg?1298662631,,Plantations,
282,Feature,Point,"[-76.48044685, 42.45024664]",Newman Lab,Central Campus,http://images.localist.com/images/main/business_huge.png?1340747100,,,
283,Feature,Point,"[-76.47831625, 42.45525979]",North Campus,Areas and Features,http://images.localist.com/images/main/business_huge.png?1340747100,,,
284,Feature,Point,"[-76, 42]",North Campus  Low Rise 9,North Campus,,,Housing,
285,Feature,Point,"[-76.476787, 42.456161]",North Campus High Rise 5,North Campus,http://images.localist.com/photo/000/018/824/huge/CKQOqoJ_nclcP6Lh.jpg?1308652226,"225 Jessup Rd, Ithaca, NY 14850",Housing,
286,Feature,Point,"[-76.476103, 42.456324]",North Campus Low Rise 6,North Campus,http://images.localist.com/photo/000/016/588/huge/2PWfqmqkkSvcKzrv.jpg?1298662798,"237 Jessup Rd, Ithaca, NY 14850",Housing,
287,Feature,Point,"[-76.475361, 42.456156]",North Campus Low Rise 7,North Campus,http://images.localist.com/images/main/business_huge.png?1340747100,"116 Program House Dr, Ithaca, NY 14850",Housing,
288,Feature,Point,"[-76.476139, 42.454899]",North Campus Low Rise 9,North Campus,,"142 Program House Dr, Ithaca, NY 14850",Housing,
289,Feature,Point,"[-76.476896, 42.457317]",North Campus Student Center,North Campus,http://images.localist.com/images/main/business_huge.png?1340747100,"224 Jessup Rd, Ithaca, NY 14850",,
290,Feature,Point,"[-76.47785, 42.457024]",North Campus Townhouse A,North Campus,http://images.localist.com/images/main/business_huge.png?1340747100,"210 Jessup Rd, Ithaca, NY 14850",Housing,
291,Feature,Point,"[-76.477308, 42.457091]",North Campus Townhouse B,North Campus,http://images.localist.com/images/main/business_huge.png?1340747100,"218 Jessup Rd, Ithaca, NY 14850",Housing,
292,Feature,Point,"[-76.476651, 42.456977]",North Campus Townhouse C,North Campus,http://images.localist.com/images/main/business_huge.png?1340747100,"228 Jessup Rd, Ithaca, NY 14850",Housing,
293,Feature,Point,"[-76.476322, 42.457243]",North Campus Townhouse D,North Campus,http://images.localist.com/images/main/business_huge.png?1340747100,"234 Jessup Rd, Ithaca, NY 14850",Housing,
294,Feature,Point,"[-76.476005, 42.456984]",North Campus Townhouse E,North Campus,http://images.localist.com/images/main/business_huge.png?1340747100,"238 Jessup Rd, Ithaca, NY 14850",Housing,
295,Feature,Point,"[-76.475656, 42.457184]",North Campus Townhouse F,North Campus,http://images.localist.com/images/main/business_huge.png?1340747100,"244 Jessup Rd, Ithaca, NY 14850",Housing,
296,Feature,Point,"[-76.4753, 42.457022]",North Campus Townhouse G,North Campus,http://images.localist.com/images/main/business_huge.png?1340747100,"250 Jessup Rd, Ithaca, NY 14850",Housing,
297,Feature,Point,"[-76.474917, 42.457273]",North Campus Townhouse H,North Campus,http://images.localist.com/images/main/business_huge.png?1340747100,"258 Jessup Rd, Ithaca, NY 14850",Housing,
298,Feature,Point,"[-76.488018, 42.446462]",Noyes Community and Recreation Center,West Campus,http://images.localist.com/photo/000/016/606/huge/6E4fpmxTbR_F5La5.jpg?1298662879,"306 West Ave, Ithaca, NY 14850",Fitness; Noyes Community Rec Center; Noyes Community Recreation Center,
299,Feature,Point,"[-76.48027859, 42.45210573]",Noyes Lodge,North Campus,http://images.localist.com/photo/000/016/607/huge/3VyZSBCYoeMkJL3v.jpg?1298662883,,,
300,Feature,Point,"[-76.48416898, 42.44270161]",Oak Avenue,Co-ops,http://images.localist.com/images/main/business_huge.png?1340747100,,Housing,
301,Feature,Point,"[-76.48125596, 42.45074128]",Olin Chem Lab,Central Campus,http://images.localist.com/photo/000/016/608/huge/PZpR5HEkuowOaI13.jpg?1298662889,,,
302,Feature,Point,"[-76.484397, 42.445429]",Olin Hall,Engineering,http://images.localist.com/photo/000/016/609/huge/uoSHeuG5SMzH1W2n.jpg?1298662894,"113 Ho Plz, Ithaca, NY 14850",,
303,Feature,Point,"[-76.484241, 42.44785]",Olin Library,Central Campus,http://images.localist.com/photo/000/016/610/huge/w_5TydOgbRoGEWMH.jpg?1298662898,"161 Ho Plz, Ithaca, NY 14850",Cafe (www.campuslife.cornell.edu/campuslife/dining/libe-cafe.cfm); Carl A. Kroch Library; Asia Collections; Echols Collection on Southeast Asia; South Asia Collection; Wason Collection on East Asia; John M. Olin Library; Rare and Manuscript Collections,
304,Feature,Point,"[-76.485391, 42.450889]",Olive Tjaden Hall,Arts,http://images.localist.com/photo/000/016/611/huge/HmqO_IFgZ0UcbOsN.jpg?1298662902,"909 University Ave, Ithaca, NY 14850",AAP,
305,Feature,Point,"[-76.464587, 42.433978]",Oxley Equestrian Center,East Hill,http://images.localist.com/photo/000/016/821/huge/7wD_MmCHjiA6P46s.jpg?1299108430,"220 Pine Tree Rd, Ithaca, NY 14850",Horses; Equine; Polo; Horseback Riding; 220 Pine Tree Road; Stables,
306,Feature,Point,"[-77.0080303, 42.87689945]",Parrot Hall,State,http://images.localist.com/images/main/business_huge.png?1340747100,,,
307,Feature,Point,"[-76.4861028, 42.45199634]",Pedestrian Suspension Bridge,Areas and Features,http://images.localist.com/photo/000/016/612/huge/M1jqii7ajL82vAeF.jpg?1298662913,,,
308,Feature,Point,"[-76.47250556, 42.44914444]",Peony Gardens,Plantations,http://images.localist.com/images/main/business_huge.png?1340747100,,Plantations,
309,Feature,Point,"[-76.48222237, 42.44687932]",Peter Plaza,Areas and Features,http://images.localist.com/photo/000/016/613/huge/sLw7Y9Q6Yasu57wP.jpg?1298662917,,,
310,Feature,Point,"[-76.45201389, 42.45151111]",Peterson Oak Grove,Plantations,http://images.localist.com/images/main/business_huge.png?1340747100,,Plantations,
311,Feature,Point,"[-76.48954, 42.454781]",Phi Delta Theta,Greek,,"2 Ridgewood Road, Ithaca, NY 14850",Greek: IFC,
312,Feature,Point,"[-76.489159, 42.451511]",Phi Gamma Delta,Greek,,"118 McGraw Place, Ithaca, NY 14850",Greek: IFC,
313,Feature,Point,"[-76.488686, 42.445396]",Phi Kappa Psi,Greek,,"120 Mary Ann Wood Drive, Ithaca, NY 14850",Greek: IFC,
314,Feature,Point,"[-76.48835, 42.453781]",Phi Kappa Tau,Greek,,"106 The Knoll, Ithaca, NY 14850",Greek: IFC,
315,Feature,Point,"[-76.487839, 42.445042]",Phi Sigma Sigma,Greek,,"14 South Ave., Ithaca, NY 14850",Greek: Panhellenic,
316,Feature,Point,"[-76.481992, 42.444511]",Phillips Hall,Engineering,http://images.localist.com/photo/000/016/614/huge/kJXsrlBtSGP4VvZD.jpg?1298662924,"116 Hoy Rd, Ithaca, NY 14850",,
317,Feature,Point,"[-76.481767, 42.449892]",Physical Sciences Building,Central Campus,http://images.localist.com/photo/000/017/615/huge/u6JIurJ3e3MtKAAE.jpg?1302017903,"245 East Ave, Ithaca, NY 14850",,
318,Feature,Point,"[-76.482559, 42.45816]",Pi Beta Phi,Greek,,"330 Triphammer Rd., Ithaca, NY 14850",Greek: Panhellenic,
319,Feature,Point,"[-76.481438, 42.455688]",Pi Delta Psi,Greek,,"124 Triphammer Rd., Ithaca, NY 14850",Greek: MGLC,
320,Feature,Point,"[-76.488419, 42.444488]",Pi Kappa Alpha,Greek,,"17 South Ave,. Ithaca, NY 14850",Greek: IFC,
321,Feature,Point,"[-76.48851, 42.45549]",Pi Kappa Phi,Greek,,"55 Ridgewood Rd, Ithaca, NY 14850",Greek: IFC,
322,Feature,Point,"[-76.461978, 42.44917]",Plant Breeding Love Laboratory,East Campus,http://images.localist.com/images/main/business_huge.png?1340747100,"126 Medicago Dr, Ithaca, NY 14850",Love Lab,
323,Feature,Point,"[-76.46855276, 42.44837824]",Plant Pathology Greenhouse Complex,East Campus,http://images.localist.com/images/main/business_huge.png?1340747100,,,
324,Feature,Point,"[-76.476992, 42.448343]",Plant Science Building,Ag,http://images.localist.com/photo/000/016/615/huge/4CltlSWG6LxSKY99.jpg?1298662931,"236 Tower Rd, Ithaca, NY 14850",,
325,Feature,Point,"[-76.468273, 42.448041]",Plant Virology and Nematology Laboratory,East Campus,,"129 Helios Cir, Ithaca, NY 14850",Virology Nematology Lab,
326,Feature,Point,"[-76.4719028, 42.44941495]",Plantations,Areas and Features,http://images.localist.com/photo/000/016/690/huge/wCWo7205tLxrmYuO.jpg?1298885120,,,
327,Feature,Point,"[-76.471911, 42.452956]",Plantations Ramin Administrative Center,Plantations,,"130 Forest Home Dr, Ithaca, NY 14850",Plantations; Ramin Center,
328,Feature,Point,"[-76.452304, 42.443122]",Poultry Biology Laboratory,East Campus,,239 Gallus Rd,,
329,Feature,Point,"[-76.47134162, 42.44340212]",Print Shop,East Campus,http://images.localist.com/images/main/business_huge.png?1340747100,,,
330,Feature,Point,"[-76.48206111, 42.45487222]",Prospect of Whitby,Co-ops,http://images.localist.com/images/main/business_huge.png?1340747100,,Housing,
331,Feature,Point,"[-76.481924, 42.453122]",Prudence Risley Residential College,North Campus,http://images.localist.com/photo/000/016/621/huge/RYGjOJOjQpEo_oG6.jpg?1298662957,"535 Thurston Ave, Ithaca, NY 14850",Risley Hall; Housing; Dining (www.campuslife.cornell.edu/campuslife/dining/risley-dining.cfm),
332,Feature,Point,"[-76.487923, 42.44593]",Psi Upsilon,Greek,,"2 Forest Park Lane, Ithaca, NY 14850",Greek: IFC,
333,Feature,Point,"[-76.482892, 42.451229]",Rand Hall,Arts,http://images.localist.com/photo/000/016/616/huge/mHkSao6ZuKk4Pivx.jpg?1298662938,"947 University Ave, Ithaca, NY 14850",Fine Arts Library; Architecture; AAP,
334,Feature,Point,"[-76.450762, 42.442485]",Raptor Facility,Near Campus,,"216 Raptor Rd, Ithaca, NY 14850",Esther Schiff Bondareff '37 and Daniel N. Bondareff '35 ,
335,Feature,Point,"[-76.47753065, 42.4535669]",Rawlings Green,North Campus,http://images.localist.com/photo/000/016/617/huge/ssEKQ64wlJgCJp_7.jpg?1298662941,,,
336,Feature,Point,"[-76.465374, 42.43504]",Reis Tennis Center,East Hill,http://images.localist.com/images/main/business_huge.png?1340747100,"230 Pine Tree Rd, Ithaca, NY 14850",230 Pine Tree Road,
337,Feature,Point,"[-76.466923, 42.441734]",Resource Ecology and Management Laboratory,East Hill,,"139 Ecology Dr, Ithaca, NY 14850",,
338,Feature,Point,"[-76.481356, 42.443425]",Rhodes Hall,Engineering,http://images.localist.com/photo/000/016/557/huge/RlVE_mf3o0mth63v.jpg?1298662656,"136 Hoy Rd, Ithaca, NY 14850",Theory Center,
339,Feature,Point,"[-76.474086, 42.447862]",Rice Hall,East Campus,http://images.localist.com/photo/000/016/618/huge/Q3h_EdMfXNrmLTPq.jpg?1298662944,"340 Tower Rd, Ithaca, NY 14850",,
340,Feature,Point,"[-76.471832, 42.449729]",Richard M Lewis Education Center,Plantations,http://images.localist.com/photo/000/016/619/huge/vf_6R4giwQQywLtM.jpg?1298662949,"130 Comstock Knoll Dr, Ithaca, NY 14850",Plantations,
341,Feature,Point,"[-76.471155, 42.445831]",Riley-Robb Hall,East Campus,http://images.localist.com/photo/000/016/620/huge/m6Re2xK58vIJELUh.jpg?1298662953,"111 Wing Dr, Ithaca, NY 14850",,
342,Feature,Point,"[-76.476101, 42.453569]",Robert J & Helen Appel Commons,North Campus,http://images.localist.com/photo/000/016/505/huge/qQGu_f6PmMLEQmIj.jpg?1298662399,"186 Cradit Farm Dr, Ithaca, NY 14850",Fitness; Dining (www.campuslife.cornell.edu/campuslife/dining/north-star.cfm); Cafe (www.campuslife.cornell.edu/campuslife/dining/ezras-emporium.cfm),
343,Feature,Point,"[-76.477497, 42.455934]",Robert Purcell Community Center,North Campus,http://images.localist.com/photo/000/016/848/huge/cykgeE7fid8_kfl8.jpg?1299168049,"217 Jessup Rd, Ithaca, NY 14850",Dining (www.campuslife.cornell.edu/campuslife/dining/robert-purcell-marketplace-eatery.cfm),
344,Feature,Point,"[-76.47435492, 42.46033475]",Robert Trent Jones Golf Course,Athletics,http://images.localist.com/photo/000/016/622/huge/jQPeI5n6jnudfdPo.jpg?1298662961,,Moakley House; Golf Center,
345,Feature,Point,"[-76.467416, 42.447856]",Robert W. Holley Center for Agriculture and Health,Ag,,"538 Tower Rd, Ithaca, NY 14850",,
346,Feature,Point,"[-76.47944, 42.448703]",Roberts Hall,Ag,http://images.localist.com/photo/000/016/623/huge/5nms3EXNQZ_Xd2Ch.jpg?1298662965,"215 Garden Ave, Ithaca, NY 14850",,
347,Feature,Point,"[-76.47523518, 42.44679726]",Robison Alumni Fields,Athletics,http://images.localist.com/photo/000/016/624/huge/L3Zvy7yghGdJwiUy.jpg?1298662970,,,
348,Feature,Point,"[-76.47144018, 42.44973394]",Robison Herb Garden,Plantations,http://images.localist.com/photo/000/016/625/huge/h5S1ArUdUleiq58I.jpg?1298662975,,Plantations,
349,Feature,Point,"[-76.511328, 42.446692]",Robison Shellhouse,Near Campus,,"687 Third St, Ithaca, NY 14850",,
350,Feature,Point,"[-76.46621195, 42.43560556]",Robison Softball Field,East Hill,,,220 Pine Tree Road,
351,Feature,Point,"[-76.481771, 42.448983]",Rockefeller Hall,Central Campus,http://images.localist.com/photo/000/016/626/huge/WNDs2ibUHOS618Ve.jpg?1298662980,"231 East Ave, Ithaca, NY 14850",,
352,Feature,Point,"[-76.48043889, 42.44788056]",Rockwell Azalea Garden,Plantations,http://images.localist.com/photo/000/016/627/huge/zLcUTh9JU4jtjA56.jpg?1298662985,,Plantations,
353,Feature,Point,"[-76.467492, 42.446144]",Ruminant Nutrition Laboratory,East Campus,,"836 Campus Rd, Ithaca, NY 14850",,
354,Feature,Point,"[-76.46375281, 42.44824722]",S Barn,East Campus,http://images.localist.com/images/main/business_huge.png?1340747100,,,
355,Feature,Point,"[-76.47311947, 42.45173612]",Sackett Foot Bridge,Areas and Features,http://images.localist.com/photo/000/016/628/huge/omQrUX5omsjmQJ5R.jpg?1298662990,,,
356,Feature,Point,"[-76.484459, 42.447201]",Sage Chapel,Central Campus,http://images.localist.com/photo/000/016/629/huge/sIgk7kscfsm378QK.jpg?1298662995,"147 Ho Plz, Ithaca, NY 14850",Religious Services; organ; organs,
357,Feature,Point,"[-76.483243, 42.445916]",Sage Hall,Central Campus,http://images.localist.com/photo/000/016/630/huge/SSYposjJykdsxLNg.jpg?1298662999,"114 East Ave, Ithaca, NY 14850",Cafe (www.campuslife.cornell.edu/campuslife/dining/atrium-cafe.cfm); Management Library; Johnson Graduate School of Management Library; JGSM; Business School,
